2025-02-25 17:08:00,322 - INFO - Year: 1976, Protection Level: 0.05, RF: 0.000761272001266479, Adjusted RF: 0.01576127200126648, IV: 0.16015258522388504, Start Price: 107.45999908447266, Put Strike: 102.08699913024901, Bond Capital: 0.0155167089312368, Put Premium: 3.1225758190809536, Call Price: 7.002334446860537, Participation Rate: 0.6840577785845781
2025-02-25 17:26:17,199 - INFO - Year: 1994, Protection Level: 0.2, RF: 0.07069987991333, Adjusted RF: 0.08569987991333, IV: 0.12532964273861472, Start Price: 459.2699890136719, Put Strike: 367.41599121093753, Bond Capital: 0.0789351472712434, Put Premium: 0.04147064501428055, Call Price: 44.114856519969464, Participation Rate: 0.822716375573875
2025-02-25 17:26:17,200 - INFO - Year: 1995, Protection Level: 0.05, RF: 0.065639721159916, Adjusted RF: 0.080639721159916, IV: 0.11149892854690545, Start Price: 615.9299926757812, Put Strike: 585.1334930419922, Bond Capital: 0.07462220718053969, Put Premium: 2.550627303375734, Call Price: 54.804377878901676, Participation Rate: 0.8851972178706613
2025-02-25 17:26:17,200 - INFO - Year: 1995, Protection Level: 0.1, RF: 0.065639721159916, Adjusted RF: 0.080639721159916, IV: 0.11149892854690545, Start Price: 615.9299926757812, Put Strike: 554.3369934082032, Bond Capital: 0.07462220718053969, Put Premium: 0.7011500853600516, Call Price: 54.804377878901676, Participation Rate: 0.8514503295818758
2025-02-25 17:26:17,200 - INFO - Year: 1995, Protection Level: 0.15, RF: 0.065639721159916, Adjusted RF: 0.080639721159916, IV: 0.11149892854690545, Start Price: 615.9299926757812, Put Strike: 523.540493774414, Bond Capital: 0.07462220718053969, Put Premium: 0.13869637715549388, Call Price: 54.804377878901676, Participation Rate: 0.8411873956708772
2025-02-25 17:26:17,200 - INFO - Year: 1995, Protection Level: 0.2, RF: 0.065639721159916, Adjusted RF: 0.080639721159916, IV: 0.11149892854690545, Start Price: 615.9299926757812, Put Strike: 492.74399414062503, Bond Capital: 0.07462220718053969, Put Premium: 0.018402317579546246, Call Price: 54.804377878901676, Participation Rate: 0.8389924239508852
2025-02-25 17:26:17,200 - INFO - Year: 1996, Protection Level: 0.05, RF: 0.0642762151087422, Adjusted RF: 0.07927621510874219, IV: 0.14797948796730342, Start Price: 740.739990234375, Put Strike: 703.7029907226562, Bond Capital: 0.07345312904978163, Put Premium: 7.980591956107773, Call Price: 72.55378879121429, Participation Rate: 0.8599173536018327
2025-02-25 17:26:17,200 - INFO - Year: 1996, Protection Level: 0.1, RF: 0.0642762151087422, Adjusted RF: 0.07927621510874219, IV: 0.14797948796730342, Start Price: 740.739990234375, Put Strike: 666.6659912109375, Bond Capital: 0.07345312904978163, Put Premium: 3.393495425868764, Call Price: 72.55378879121429, Participation Rate: 0.7966939629745128
2025-02-25 17:26:17,200 - INFO - Year: 1996, Protection Level: 0.15, RF: 0.0642762151087422, Adjusted RF: 0.07927621510874219, IV: 0.14797948796730342, Start Price: 740.739990234375, Put Strike: 629.6289916992188, Bond Capital: 0.07345312904978163, Put Premium: 1.1979630418654175, Call Price: 72.55378879121429, Participation Rate: 0.7664332085662027
2025-02-25 17:26:17,201 - INFO - Year: 1996, Protection Level: 0.2, RF: 0.0642762151087422, Adjusted RF: 0.07927621510874219, IV: 0.14797948796730342, Start Price: 740.739990234375, Put Strike: 592.5919921875001, Bond Capital: 0.07345312904978163, Put Premium: 0.3375953405630838, Call Price: 72.55378879121429, Participation Rate: 0.7545748657334364
2025-02-25 17:26:17,201 - INFO - Year: 1997, Protection Level: 0.05, RF: 0.0633849198913574, Adjusted RF: 0.0783849198913574, IV: 0.20140719397171686, Start Price: 970.4299926757812, Put Strike: 921.9084930419922, Bond Capital: 0.07268732939927824, Put Premium: 22.893646222048687, Call Price: 110.2078953887268, Participation Rate: 0.8477760184881411
2025-02-25 17:26:17,201 - INFO - Year: 1997, Protection Level: 0.1, RF: 0.0633849198913574, Adjusted RF: 0.0783849198913574, IV: 0.20140719397171686, Start Price: 970.4299926757812, Put Strike: 873.3869934082031, Bond Capital: 0.07268732939927824, Put Premium: 12.990653605407573, Call Price: 110.2078953887268, Participation Rate: 0.7579186395616028
2025-02-25 17:26:17,201 - INFO - Year: 1997, Protection Level: 0.15, RF: 0.0633849198913574, Adjusted RF: 0.0783849198913574, IV: 0.20140719397171686, Start Price: 970.4299926757812, Put Strike: 824.8654937744141, Bond Capital: 0.07268732939927824, Put Premium: 6.65405482606063, Call Price: 110.2078953887268, Participation Rate: 0.7004218626111275
2025-02-25 17:26:17,201 - INFO - Year: 1997, Protection Level: 0.2, RF: 0.0633849198913574, Adjusted RF: 0.0783849198913574, IV: 0.20140719397171686, Start Price: 970.4299926757812, Put Strike: 776.343994140625, Bond Capital: 0.07268732939927824, Put Premium: 3.0135837004594492, Call Price: 110.2078953887268, Participation Rate: 0.6673891010947183
2025-02-25 17:26:17,201 - INFO - Year: 1998, Protection Level: 0.05, RF: 0.0524876000976562, Adjusted RF: 0.0674876000976562, IV: 0.2304267855371748, Start Price: 1229.22998046875, Put Strike: 1167.7684814453125, Bond Capital: 0.06322096864776916, Put Premium: 42.223146938448224, Call Price: 143.44883804576534, Participation Rate: 0.8360908225432749
2025-02-25 17:26:17,201 - INFO - Year: 1998, Protection Level: 0.1, RF: 0.0524876000976562, Adjusted RF: 0.0674876000976562, IV: 0.2304267855371748, Start Price: 1229.22998046875, Put Strike: 1106.306982421875, Bond Capital: 0.06322096864776916, Put Premium: 26.40118030166235, Call Price: 143.44883804576534, Participation Rate: 0.7257938912308156
2025-02-25 17:26:17,202 - INFO - Year: 1998, Protection Level: 0.15, RF: 0.0524876000976562, Adjusted RF: 0.0674876000976562, IV: 0.2304267855371748, Start Price: 1229.22998046875, Put Strike: 1044.8454833984374, Bond Capital: 0.06322096864776916, Put Premium: 15.260348869303641, Call Price: 143.44883804576534, Participation Rate: 0.6481297457129245
2025-02-25 17:26:17,202 - INFO - Year: 1998, Protection Level: 0.2, RF: 0.0524876000976562, Adjusted RF: 0.0674876000976562, IV: 0.2304267855371748, Start Price: 1229.22998046875, Put Strike: 983.3839843750001, Bond Capital: 0.06322096864776916, Put Premium: 8.027521457483346, Call Price: 143.44883804576534, Participation Rate: 0.5977087906856502
2025-02-25 17:26:17,202 - INFO - Year: 1999, Protection Level: 0.05, RF: 0.0563485200119018, Adjusted RF: 0.0713485200119018, IV: 0.2193567858423505, Start Price: 1469.25, Put Strike: 1395.7875, Bond Capital: 0.06659692777762838, Put Premium: 44.330454785900486, Call Price: 169.31990140124935, Participation Rate: 0.8397004117445812
2025-02-25 17:26:17,202 - INFO - Year: 1999, Protection Level: 0.1, RF: 0.0563485200119018, Adjusted RF: 0.0713485200119018, IV: 0.2193567858423505, Start Price: 1469.25, Put Strike: 1322.325, Bond Capital: 0.06659692777762838, Put Premium: 26.828593460808662, Call Price: 169.31990140124935, Participation Rate: 0.7363347637596085
2025-02-25 17:26:17,202 - INFO - Year: 1999, Protection Level: 0.15, RF: 0.0563485200119018, Adjusted RF: 0.0713485200119018, IV: 0.2193567858423505, Start Price: 1469.25, Put Strike: 1248.8625, Bond Capital: 0.06659692777762838, Put Premium: 14.891439943977673, Call Price: 169.31990140124935, Participation Rate: 0.6658341703973275
2025-02-25 17:26:17,202 - INFO - Year: 1999, Protection Level: 0.2, RF: 0.0563485200119018, Adjusted RF: 0.0713485200119018, IV: 0.2193567858423505, Start Price: 1469.25, Put Strike: 1175.4, Bond Capital: 0.06659692777762838, Put Premium: 7.450624380124111, Call Price: 169.31990140124935, Participation Rate: 0.6218888603524054
2025-02-25 17:26:17,202 - INFO - Year: 2000, Protection Level: 0.05, RF: 0.0601872618803902, Adjusted RF: 0.0751872618803902, IV: 0.20983500017438617, Start Price: 1320.280029296875, Put Strike: 1254.266027832031, Bond Capital: 0.06992945744994739, Put Premium: 35.102302431036605, Call Price: 151.00185834145452, Participation Rate: 0.8438887438962379
2025-02-25 17:26:17,203 - INFO - Year: 2000, Protection Level: 0.1, RF: 0.0601872618803902, Adjusted RF: 0.0751872618803902, IV: 0.20983500017438617, Start Price: 1320.280029296875, Put Strike: 1188.2520263671875, Bond Capital: 0.06992945744994739, Put Premium: 20.566346152486148, Call Price: 151.00185834145452, Participation Rate: 0.7476253174840882
2025-02-25 17:26:17,203 - INFO - Year: 2000, Protection Level: 0.15, RF: 0.0601872618803902, Adjusted RF: 0.0751872618803902, IV: 0.20983500017438617, Start Price: 1320.280029296875, Put Strike: 1122.2380249023438, Bond Capital: 0.06992945744994739, Put Premium: 10.96439886532275, Call Price: 151.00185834145452, Participation Rate: 0.6840370451765323
2025-02-25 17:26:17,203 - INFO - Year: 2000, Protection Level: 0.2, RF: 0.0601872618803902, Adjusted RF: 0.0751872618803902, IV: 0.20983500017438617, Start Price: 1320.280029296875, Put Strike: 1056.2240234375001, Bond Capital: 0.06992945744994739, Put Premium: 5.218676384273721, Call Price: 151.00185834145452, Participation Rate: 0.6459863712036568
2025-02-25 17:26:17,203 - INFO - Year: 2001, Protection Level: 0.05, RF: 0.0499684677970024, Adjusted RF: 0.0649684677970024, IV: 0.23174709733070864, Start Price: 1148.0799560546875, Put Strike: 1090.675958251953, Bond Capital: 0.0610050623671482, Put Premium: 40.69978463027229, Call Price: 132.8933458591431, Participation Rate: 0.8332883278387442
2025-02-25 17:26:17,203 - INFO - Year: 2001, Protection Level: 0.1, RF: 0.0499684677970024, Adjusted RF: 0.0649684677970024, IV: 0.23174709733070864, Start Price: 1148.0799560546875, Put Strike: 1033.2719604492188, Bond Capital: 0.0610050623671482, Put Premium: 25.58532287630203, Call Price: 132.8933458591431, Participation Rate: 0.7195545539145747
2025-02-25 17:26:17,203 - INFO - Year: 2001, Protection Level: 0.15, RF: 0.0499684677970024, Adjusted RF: 0.0649684677970024, IV: 0.23174709733070864, Start Price: 1148.0799560546875, Put Strike: 975.8679626464843, Bond Capital: 0.0610050623671482, Put Premium: 14.883943573974591, Call Price: 132.8933458591431, Participation Rate: 0.6390284806703199
2025-02-25 17:26:17,203 - INFO - Year: 2001, Protection Level: 0.2, RF: 0.0499684677970024, Adjusted RF: 0.0649684677970024, IV: 0.23174709733070864, Start Price: 1148.0799560546875, Put Strike: 918.4639648437501, Bond Capital: 0.0610050623671482, Put Premium: 7.889850958736048, Call Price: 132.8933458591431, Participation Rate: 0.5863991140905083
2025-02-25 17:26:17,204 - INFO - Year: 2002, Protection Level: 0.05, RF: 0.045855872990593, Adjusted RF: 0.060855872990593, IV: 0.24563214281627108, Start Price: 879.8200073242188, Put Strike: 835.8290069580078, Bond Capital: 0.05736488295911302, Put Premium: 35.84871199367166, Call Price: 103.9407115507322, Participation Rate: 0.8304684704489437
2025-02-25 17:26:17,204 - INFO - Year: 2002, Protection Level: 0.1, RF: 0.045855872990593, Adjusted RF: 0.060855872990593, IV: 0.24563214281627108, Start Price: 879.8200073242188, Put Strike: 791.8380065917969, Bond Capital: 0.05736488295911302, Put Premium: 23.319041202522612, Call Price: 103.9407115507322, Participation Rate: 0.7099221454891279
2025-02-25 17:26:17,204 - INFO - Year: 2002, Protection Level: 0.15, RF: 0.045855872990593, Adjusted RF: 0.060855872990593, IV: 0.24563214281627108, Start Price: 879.8200073242188, Put Strike: 747.8470062255859, Bond Capital: 0.05736488295911302, Put Premium: 14.151721372507922, Call Price: 103.9407115507322, Participation Rate: 0.6217245596419285
2025-02-25 17:26:17,204 - INFO - Year: 2002, Protection Level: 0.2, RF: 0.045855872990593, Adjusted RF: 0.060855872990593, IV: 0.24563214281627108, Start Price: 879.8200073242188, Put Strike: 703.856005859375, Bond Capital: 0.05736488295911302, Put Premium: 7.903602058668369, Call Price: 103.9407115507322, Participation Rate: 0.5616122203994757
2025-02-25 17:26:17,204 - INFO - Year: 2003, Protection Level: 0.05, RF: 0.0399912350396236, Adjusted RF: 0.0549912350396236, IV: 0.1978457140922546, Start Price: 1111.9200439453125, Put Strike: 1056.3240417480467, Bond Capital: 0.0521248264565517, Put Premium: 31.759327268217646, Call Price: 110.14103530101215, Participation Rate: 0.8145734816023099
2025-02-25 17:26:17,204 - INFO - Year: 2003, Protection Level: 0.1, RF: 0.0399912350396236, Adjusted RF: 0.0549912350396236, IV: 0.1978457140922546, Start Price: 1111.9200439453125, Put Strike: 1000.7280395507813, Bond Capital: 0.0521248264565517, Put Premium: 18.289565721141173, Call Price: 110.14103530101215, Participation Rate: 0.6922779038436299
2025-02-25 17:26:17,204 - INFO - Year: 2003, Protection Level: 0.15, RF: 0.0399912350396236, Adjusted RF: 0.0549912350396236, IV: 0.1978457140922546, Start Price: 1111.9200439453125, Put Strike: 945.1320373535156, Bond Capital: 0.0521248264565517, Put Premium: 9.505116975169258, Call Price: 110.14103530101215, Participation Rate: 0.6125215376358465
2025-02-25 17:26:17,205 - INFO - Year: 2003, Protection Level: 0.2, RF: 0.0399912350396236, Adjusted RF: 0.0549912350396236, IV: 0.1978457140922546, Start Price: 1111.9200439453125, Put Strike: 889.53603515625, Bond Capital: 0.0521248264565517, Put Premium: 4.364205794720142, Call Price: 110.14103530101215, Participation Rate: 0.5658458262045969
2025-02-25 17:26:17,205 - INFO - Year: 2004, Protection Level: 0.05, RF: 0.042567380884337, Adjusted RF: 0.057567380884337, IV: 0.13932321419034685, Start Price: 1211.9200439453125, Put Strike: 1151.3240417480467, Bond Capital: 0.054433771242262896, Put Premium: 15.297861750706318, Call Price: 98.87839889994723, Participation Rate: 0.8218907374195157
2025-02-25 17:26:17,205 - INFO - Year: 2004, Protection Level: 0.1, RF: 0.042567380884337, Adjusted RF: 0.057567380884337, IV: 0.13932321419034685, Start Price: 1211.9200439453125, Put Strike: 1090.7280395507812, Bond Capital: 0.054433771242262896, Put Premium: 6.377344356068022, Call Price: 98.87839889994723, Participation Rate: 0.7316736880550254
2025-02-25 17:26:17,205 - INFO - Year: 2004, Protection Level: 0.15, RF: 0.042567380884337, Adjusted RF: 0.057567380884337, IV: 0.13932321419034685, Start Price: 1211.9200439453125, Put Strike: 1030.1320373535157, Bond Capital: 0.054433771242262896, Put Premium: 2.170270432227575, Call Price: 98.87839889994723, Participation Rate: 0.6891257304561419
2025-02-25 17:26:17,205 - INFO - Year: 2004, Protection Level: 0.2, RF: 0.042567380884337, Adjusted RF: 0.057567380884337, IV: 0.13932321419034685, Start Price: 1211.9200439453125, Put Strike: 969.53603515625, Bond Capital: 0.054433771242262896, Put Premium: 0.5768523984920861, Call Price: 98.87839889994723, Participation Rate: 0.6730108049368905
2025-02-25 17:26:17,205 - INFO - Year: 2005, Protection Level: 0.05, RF: 0.0428236800956726, Adjusted RF: 0.0578236800956726, IV: 0.11526357146671837, Start Price: 1248.2900390625, Put Strike: 1185.875537109375, Bond Capital: 0.054662871689961534, Put Premium: 9.238316516464693, Call Price: 92.84502947998874, Participation Rate: 0.83443815126682
2025-02-25 17:26:17,205 - INFO - Year: 2005, Protection Level: 0.1, RF: 0.0428236800956726, Adjusted RF: 0.0578236800956726, IV: 0.11526357146671837, Start Price: 1248.2900390625, Put Strike: 1123.46103515625, Bond Capital: 0.054662871689961534, Put Premium: 2.9520774121875917, Call Price: 92.84502947998874, Participation Rate: 0.7667313592125183
2025-02-25 17:26:17,206 - INFO - Year: 2005, Protection Level: 0.15, RF: 0.0428236800956726, Adjusted RF: 0.0578236800956726, IV: 0.11526357146671837, Start Price: 1248.2900390625, Put Strike: 1061.046533203125, Bond Capital: 0.054662871689961534, Put Premium: 0.701102638933822, Call Price: 92.84502947998874, Participation Rate: 0.7424869296952772
2025-02-25 17:26:17,206 - INFO - Year: 2005, Protection Level: 0.2, RF: 0.0428236800956726, Adjusted RF: 0.0578236800956726, IV: 0.11526357146671837, Start Price: 1248.2900390625, Put Strike: 998.6320312500001, Bond Capital: 0.054662871689961534, Put Premium: 0.11589787315400368, Call Price: 92.84502947998874, Participation Rate: 0.7361839022843596
2025-02-25 17:26:17,206 - INFO - Year: 2006, Protection Level: 0.05, RF: 0.0479159998321533, Adjusted RF: 0.06291599983215329, IV: 0.11525880459485295, Start Price: 1418.300048828125, Put Strike: 1347.3850463867186, Bond Capital: 0.05919188331165259, Put Premium: 9.508151143488107, Call Price: 110.26080441668728, Participation Rate: 0.8476267031522677
2025-02-25 17:26:17,206 - INFO - Year: 2006, Protection Level: 0.1, RF: 0.0479159998321533, Adjusted RF: 0.06291599983215329, IV: 0.11525880459485295, Start Price: 1418.300048828125, Put Strike: 1276.4700439453125, Bond Capital: 0.05919188331165259, Put Premium: 2.9796024599316695, Call Price: 110.26080441668728, Participation Rate: 0.788416644617919
2025-02-25 17:26:17,206 - INFO - Year: 2006, Protection Level: 0.15, RF: 0.0479159998321533, Adjusted RF: 0.06291599983215329, IV: 0.11525880459485295, Start Price: 1418.300048828125, Put Strike: 1205.5550415039063, Bond Capital: 0.05919188331165259, Put Premium: 0.6922430309415546, Call Price: 110.26080441668728, Participation Rate: 0.7676716533121606
2025-02-25 17:26:17,206 - INFO - Year: 2006, Protection Level: 0.2, RF: 0.0479159998321533, Adjusted RF: 0.06291599983215329, IV: 0.11525880459485295, Start Price: 1418.300048828125, Put Strike: 1134.6400390625001, Bond Capital: 0.05919188331165259, Put Premium: 0.11166239248488763, Call Price: 110.26080441668728, Participation Rate: 0.7624061317922686
2025-02-25 17:26:17,206 - INFO - Year: 2007, Protection Level: 0.05, RF: 0.046268645301758, Adjusted RF: 0.061268645301758, IV: 0.15782342593508406, Start Price: 1468.3599853515625, Put Strike: 1394.9419860839844, Bond Capital: 0.057731513668093926, Put Premium: 23.980196488952913, Call Price: 131.67280117496102, Participation Rate: 0.8259172743538395
2025-02-25 17:26:17,207 - INFO - Year: 2007, Protection Level: 0.1, RF: 0.046268645301758, Adjusted RF: 0.061268645301758, IV: 0.15782342593508406, Start Price: 1468.3599853515625, Put Strike: 1321.5239868164062, Bond Capital: 0.057731513668093926, Put Premium: 11.354098214576254, Call Price: 131.67280117496102, Participation Rate: 0.7300273247081289
2025-02-25 17:26:17,207 - INFO - Year: 2007, Protection Level: 0.15, RF: 0.046268645301758, Adjusted RF: 0.061268645301758, IV: 0.15782342593508406, Start Price: 1468.3599853515625, Put Strike: 1248.1059875488281, Bond Capital: 0.057731513668093926, Put Premium: 4.582391441867912, Call Price: 131.67280117496102, Participation Rate: 0.6785990364642236
2025-02-25 17:26:17,207 - INFO - Year: 2007, Protection Level: 0.2, RF: 0.046268645301758, Adjusted RF: 0.061268645301758, IV: 0.15782342593508406, Start Price: 1468.3599853515625, Put Strike: 1174.68798828125, Bond Capital: 0.057731513668093926, Put Premium: 1.523578028239882, Call Price: 131.67280117496102, Participation Rate: 0.6553686245163255
2025-02-25 17:26:17,207 - INFO - Year: 2008, Protection Level: 0.05, RF: 0.0364879841955282, Adjusted RF: 0.0514879841955282, IV: 0.29423347804103445, Start Price: 903.25, Put Strike: 858.0875, Bond Capital: 0.04896678323425696, Put Premium: 53.071085928768355, Call Price: 117.15932618944049, Participation Rate: 0.8304958388697234
2025-02-25 17:26:17,207 - INFO - Year: 2008, Protection Level: 0.1, RF: 0.0364879841955282, Adjusted RF: 0.0514879841955282, IV: 0.29423347804103445, Start Price: 903.25, Put Strike: 812.9250000000001, Bond Capital: 0.04896678323425696, Put Premium: 37.59344886465601, Call Price: 117.15932618944049, Participation Rate: 0.698388241740957
2025-02-25 17:26:17,207 - INFO - Year: 2008, Protection Level: 0.15, RF: 0.0364879841955282, Adjusted RF: 0.0514879841955282, IV: 0.29423347804103445, Start Price: 903.25, Put Strike: 767.7624999999999, Bond Capital: 0.04896678323425696, Put Premium: 25.333772980184534, Call Price: 117.15932618944049, Participation Rate: 0.593747183421381
2025-02-25 17:26:17,207 - INFO - Year: 2008, Protection Level: 0.2, RF: 0.0364879841955282, Adjusted RF: 0.0514879841955282, IV: 0.29423347804103445, Start Price: 903.25, Put Strike: 722.6, Bond Capital: 0.04896678323425696, Put Premium: 16.087895492105787, Call Price: 117.15932618944049, Participation Rate: 0.514830055875524
2025-02-25 17:26:17,207 - INFO - Year: 2009, Protection Level: 0.05, RF: 0.0324862301633471, Adjusted RF: 0.0474862301633471, IV: 0.2833071431432452, Start Price: 1115.0999755859375, Put Strike: 1059.3449768066405, Bond Capital: 0.04533351255218132, Put Premium: 63.299387769413954, Call Price: 138.2564958260333, Participation Rate: 0.8234751345993421
2025-02-25 17:26:17,208 - INFO - Year: 2009, Protection Level: 0.1, RF: 0.0324862301633471, Adjusted RF: 0.0474862301633471, IV: 0.2833071431432452, Start Price: 1115.0999755859375, Put Strike: 1003.5899780273438, Bond Capital: 0.04533351255218132, Put Premium: 44.27458874708253, Call Price: 138.2564958260333, Participation Rate: 0.6858700339589343
2025-02-25 17:26:17,208 - INFO - Year: 2009, Protection Level: 0.15, RF: 0.0324862301633471, Adjusted RF: 0.0474862301633471, IV: 0.2833071431432452, Start Price: 1115.0999755859375, Put Strike: 947.8349792480468, Bond Capital: 0.04533351255218132, Put Premium: 29.367926091120182, Call Price: 138.2564958260333, Participation Rate: 0.5780511386014296
2025-02-25 17:26:17,208 - INFO - Year: 2009, Protection Level: 0.2, RF: 0.0324862301633471, Adjusted RF: 0.0474862301633471, IV: 0.2833071431432452, Start Price: 1115.0999755859375, Put Strike: 892.07998046875, Bond Capital: 0.04533351255218132, Put Premium: 18.28624950051011, Call Price: 138.2564958260333, Participation Rate: 0.49789811197941825
2025-02-25 17:26:17,208 - INFO - Year: 2010, Protection Level: 0.05, RF: 0.0319465338566388, Adjusted RF: 0.0469465338566388, IV: 0.2029399997166225, Start Price: 1257.6400146484375, Put Strike: 1194.7580139160157, Bond Capital: 0.044841386201167066, Put Premium: 40.6677820183678, Call Price: 121.17989616287923, Participation Rate: 0.800975299457243
2025-02-25 17:26:17,208 - INFO - Year: 2010, Protection Level: 0.1, RF: 0.0319465338566388, Adjusted RF: 0.0469465338566388, IV: 0.2029399997166225, Start Price: 1257.6400146484375, Put Strike: 1131.8760131835938, Bond Capital: 0.044841386201167066, Put Premium: 24.033996326779715, Call Price: 121.17989616287923, Participation Rate: 0.6637100746279492
2025-02-25 17:26:17,208 - INFO - Year: 2010, Protection Level: 0.15, RF: 0.0319465338566388, Adjusted RF: 0.0469465338566388, IV: 0.2029399997166225, Start Price: 1257.6400146484375, Put Strike: 1068.9940124511718, Bond Capital: 0.044841386201167066, Put Premium: 12.893162269443707, Call Price: 121.17989616287923, Participation Rate: 0.571773751771545
2025-02-25 17:26:17,208 - INFO - Year: 2010, Protection Level: 0.2, RF: 0.0319465338566388, Adjusted RF: 0.0469465338566388, IV: 0.2029399997166225, Start Price: 1257.6400146484375, Put Strike: 1006.1120117187501, Bond Capital: 0.044841386201167066, Put Premium: 6.153623792436235, Call Price: 121.17989616287923, Participation Rate: 0.516157773458205
2025-02-25 17:26:17,209 - INFO - Year: 2011, Protection Level: 0.05, RF: 0.0276101586932227, Adjusted RF: 0.0426101586932227, IV: 0.21782321395192827, Start Price: 1257.5999755859375, Put Strike: 1194.7199768066405, Bond Capital: 0.040868735392554534, Put Premium: 47.954656309031634, Call Price: 124.63526951908182, Participation Rate: 0.7971353319513267
2025-02-25 17:26:17,209 - INFO - Year: 2011, Protection Level: 0.1, RF: 0.0276101586932227, Adjusted RF: 0.0426101586932227, IV: 0.21782321395192827, Start Price: 1257.5999755859375, Put Strike: 1131.8399780273437, Bond Capital: 0.040868735392554534, Put Premium: 29.70113574602118, Call Price: 124.63526951908182, Participation Rate: 0.6506798331712176
2025-02-25 17:26:17,209 - INFO - Year: 2011, Protection Level: 0.15, RF: 0.0276101586932227, Adjusted RF: 0.0426101586932227, IV: 0.21782321395192827, Start Price: 1257.5999755859375, Put Strike: 1068.959979248047, Bond Capital: 0.040868735392554534, Put Premium: 16.906377698811752, Call Price: 124.63526951908182, Participation Rate: 0.5480222299375637
2025-02-25 17:26:17,209 - INFO - Year: 2011, Protection Level: 0.2, RF: 0.0276101586932227, Adjusted RF: 0.0426101586932227, IV: 0.21782321395192827, Start Price: 1257.5999755859375, Put Strike: 1006.07998046875, Bond Capital: 0.040868735392554534, Put Premium: 8.692514381745283, Call Price: 124.63526951908182, Participation Rate: 0.48211902814917323
2025-02-25 17:26:17,209 - INFO - Year: 2012, Protection Level: 0.05, RF: 0.0178585200023651, Adjusted RF: 0.032858520002365096, IV: 0.16018991983795158, Start Price: 1426.18994140625, Put Strike: 1354.8804443359375, Bond Capital: 0.03181318580040349, Put Premium: 34.09568498878048, Call Price: 105.76479336433147, Participation Rate: 0.7513590113834983
2025-02-25 17:26:17,209 - INFO - Year: 2012, Protection Level: 0.1, RF: 0.0178585200023651, Adjusted RF: 0.032858520002365096, IV: 0.16018991983795158, Start Price: 1426.18994140625, Put Strike: 1283.5709472656251, Bond Capital: 0.03181318580040349, Put Premium: 17.255839348641928, Call Price: 105.76479336433147, Participation Rate: 0.5921392454815334
2025-02-25 17:26:17,209 - INFO - Year: 2012, Protection Level: 0.15, RF: 0.0178585200023651, Adjusted RF: 0.032858520002365096, IV: 0.16018991983795158, Start Price: 1426.18994140625, Put Strike: 1212.2614501953124, Bond Capital: 0.03181318580040349, Put Premium: 7.527727175090149, Call Price: 105.76479336433147, Participation Rate: 0.5001605079063458
2025-02-25 17:26:17,210 - INFO - Year: 2012, Protection Level: 0.2, RF: 0.0178585200023651, Adjusted RF: 0.032858520002365096, IV: 0.16018991983795158, Start Price: 1426.18994140625, Put Strike: 1140.951953125, Bond Capital: 0.03181318580040349, Put Premium: 2.7395320049454455, Call Price: 105.76479336433147, Participation Rate: 0.4548883996949616
2025-02-25 17:26:17,210 - INFO - Year: 2013, Protection Level: 0.05, RF: 0.02338400793454, Adjusted RF: 0.03838400793454, IV: 0.1280710714544568, Start Price: 1848.3599853515625, Put Strike: 1755.9419860839844, Bond Capital: 0.03696513779222188, Put Premium: 25.42547336504083, Call Price: 122.72291970824426, Participation Rate: 0.76391887624633
2025-02-25 17:26:17,210 - INFO - Year: 2013, Protection Level: 0.1, RF: 0.02338400793454, Adjusted RF: 0.03838400793454, IV: 0.1280710714544568, Start Price: 1848.3599853515625, Put Strike: 1663.5239868164062, Bond Capital: 0.03696513779222188, Put Premium: 10.079763062261407, Call Price: 122.72291970824426, Participation Rate: 0.6388753200853327
2025-02-25 17:26:17,210 - INFO - Year: 2013, Protection Level: 0.15, RF: 0.02338400793454, Adjusted RF: 0.03838400793454, IV: 0.1280710714544568, Start Price: 1848.3599853515625, Put Strike: 1571.1059875488281, Bond Capital: 0.03696513779222188, Put Premium: 3.167102386649887, Call Price: 122.72291970824426, Participation Rate: 0.5825479389242149
2025-02-25 17:26:17,210 - INFO - Year: 2013, Protection Level: 0.2, RF: 0.02338400793454, Adjusted RF: 0.03838400793454, IV: 0.1280710714544568, Start Price: 1848.3599853515625, Put Strike: 1478.68798828125, Bond Capital: 0.03696513779222188, Put Premium: 0.748338968007225, Call Price: 122.72291970824426, Participation Rate: 0.562838797189379
2025-02-25 17:26:17,210 - INFO - Year: 2014, Protection Level: 0.05, RF: 0.0252859126575409, Adjusted RF: 0.040285912657540904, IV: 0.12756821465492243, Start Price: 2058.89990234375, Put Strike: 1955.9549072265625, Bond Capital: 0.03872580813348281, Put Premium: 27.229612010432106, Call Price: 138.6624877375059, Participation Rate: 0.7713850828720649
2025-02-25 17:26:17,210 - INFO - Year: 2014, Protection Level: 0.1, RF: 0.0252859126575409, Adjusted RF: 0.040285912657540904, IV: 0.12756821465492243, Start Price: 2058.89990234375, Put Strike: 1853.0099121093751, Bond Capital: 0.03872580813348281, Put Premium: 10.681684943837723, Call Price: 138.6624877375059, Participation Rate: 0.6520454738934611
